Description,Price,Rating,Review Count,Url
Men's Gorun Altitude - Trail Running Walking Hiking Shoe With Air Cooled Foam,$50.14,4.5 out of 5 stars,"1,758",https://www.amazon.com/Skechers-Altitude-Trail-Running-Walking-Sneaker/dp/B09F5Y5T8Z/ref=sr_1_73?keywords=hiking+shoes&qid=1672289347&sr=8-73
Women's Terradora 2 Waterproof Low Height Hiking Shoe,$74.94,4.1 out of 5 stars,"1,278",https://www.amazon.com/KEEN-Terradora-Steel-Grey-Ocean/dp/B07T9STZP1/ref=sr_1_74?keywords=hiking+shoes&qid=1672289347&sr=8-74
Men's Targhee Vent Low Height Breathable Hiking Shoe,$69.99,4.5 out of 5 stars,"1,334",https://www.amazon.com/Keen-Targhee-Vent-Hiking-Shoe/dp/B07DTGT8ZB/ref=sr_1_75?keywords=hiking+shoes&qid=1672289347&sr=8-75
"Women's, Synergy - Cold Daze Boot",$55.00,4.5 out of 5 stars,469,https://www.amazon.com/Skechers-Modern-Comfort-Womens-Walking/dp/B0916W513M/ref=sr_1_76?keywords=hiking+shoes&qid=1672289347&sr=8-76
Men's Anti-Fatigue Hiking Waterproof Leather Mt. Maddsen Boot,$89.95,4.6 out of 5 stars,"10,440",https://www.amazon.com/Timberland-Mens-Maddsen-Hiker-Black/dp/B008VPU9UW/ref=sr_1_77?keywords=hiking+shoes&qid=1672289347&sr=8-77
Men's Voyageur Low Height Breathable Hiking Shoes,$89.14,4.5 out of 5 stars,"4,079",https://www.amazon.com/KEEN-Voyageur-M-Hiking-Alcatraz-Legion/dp/B06ZZ4Q74T/ref=sr_1_78?keywords=hiking+shoes&qid=1672289347&sr=8-78
Women's Trailstorm Peak Mid Hiking Shoe,$99.99,4.3 out of 5 stars,60,https://www.amazon.com/Columbia-Womens-Trailstorm-Hiking-Nocturnal/dp/B096HKNJ6H/ref=sr_1_79?keywords=hiking+shoes&qid=1672289347&sr=8-79
Women's Versafoam Excursion Tr13 Walking Shoe,$44.95,4.4 out of 5 stars,"4,008",https://www.amazon.com/Saucony-Womens-Versafoam-Excursion-Running/dp/B082YDZZT8/ref=sr_1_80?keywords=hiking+shoes&qid=1672289347&sr=8-80
Hiking Shoes Men Breathable Non-Slip Sneakers Lightweight Low Top for Outdoor Trailing Trekking Walking,$58.99,4.2 out of 5 stars,"2,782",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A02706671M4G2HQ55RZ2T&qualifier=1672289347&id=5838221915224138&widgetName=sp_mtf&url=%2FCAMEL-CROWN-Breathable-Non-Slip-Lightweight%2Fdp%2FB07GW5FSKZ%2Fref%3Dsr_1_81_sspa%3Fkeywords%3Dhiking%2Bshoes%26qid%3D1672289347%26sr%3D8-81-spons%26psc%3D1
Men's Tactical Waterproof Lightweight Hiking Boots Military Combat Boots Work Boots,$61.99,4.3 out of 5 stars,"1,401",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A05117151IL55E2OWVJFB&qualifier=1672289347&id=5838221915224138&widgetName=sp_mtf&url=%2FFREE-SOLDIER-Tactical-Waterproof-Lightweight%2Fdp%2FB08THRJW95%2Fref%3Dsr_1_82_sspa%3Fkeywords%3Dhiking%2Bshoes%26qid%3D1672289347%26sr%3D8-82-spons%26psc%3D1%26smid%3DA388TUFA1D6SHC
Men's Flat Loafers Classic Casual Breathable Soft Walking Shoes Waterproof Mountaineering Outdoor Hiking Shoes,$29.99,4.3 out of 5 stars,12,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A0682333I39IL1RH166X&qualifier=1672289347&id=5838221915224138&widgetName=sp_mtf&url=%2FClassic-Breathable-Waterproof-Mountaineering-Numeric_9%2Fdp%2FB08MX81DKG%2Fref%3Dsr_1_83_sspa%3Fkeywords%3Dhiking%2Bshoes%26qid%3D1672289347%26sr%3D8-83-spons%26psc%3D1
Mens Hiking Shoes Low Cut Boots Leather Walking Shoes for Outdoor Trekking Training Casual Work,$67.99,4.2 out of 5 stars,461,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A04942182D8FU1W72KJH&qualifier=1672289347&id=5838221915224138&widgetName=sp_mtf&url=%2FCAMEL-CROWN-Leather-Trekking-Training%2Fdp%2FB07FT941X2%2Fref%3Dsr_1_84_sspa%3Fkeywords%3Dhiking%2Bshoes%26qid%3D1672289347%26sr%3D8-84-spons%26psc%3D1
Women's Targhee 2 Low Height Waterproof Hiking Shoe,$98.49,4.5 out of 5 stars,"3,432",https://www.amazon.com/KEEN-Womens-Targhee-Hiking-Black/dp/B07TBS67ZY/ref=sr_1_85?keywords=hiking+shoes&qid=1672289347&sr=8-85
Men's Terrex Swift R2 GTX¿,$74.99,4.5 out of 5 stars,"3,433",https://www.amazon.com/adidas-outdoor-Terrex-Swift-Black/dp/B0721VKCSY/ref=sr_1_86?keywords=hiking+shoes&qid=1672289347&sr=8-86
Women's Crestwood Mid Waterproof Hiking Boot Shoe,$69.91,4.5 out of 5 stars,"1,794",https://www.amazon.com/Columbia-Crestwood-Waterproof-Graphite-Daredevil/dp/B07JHL9LD5/ref=sr_1_87?keywords=hiking+shoes&qid=1672289347&sr=8-87
Men's Newton Ridge Plus Ii Waterproof Hiking Boot Shoe,$68.27,4.5 out of 5 stars,"1,934",https://www.amazon.com/Columbia-Newton-Waterproof-Leather-Hiking/dp/B07RKYB68V/ref=sr_1_88?keywords=hiking+shoes&qid=1672289347&sr=8-88
Men's Trailstorm Waterproof Hiking Shoe,$69.91,4.2 out of 5 stars,837,https://www.amazon.com/Columbia-Trailstorm-Waterproof-Hiking-Bright/dp/B089F9ST38/ref=sr_1_91?keywords=hiking+shoes&qid=1672289347&sr=8-91
Men's Waterproof Hiking Shoes Lightweight Anti Slip Outdoor Ankle Boots Breathable Hike Trekking Trails Shoe,$56.99,4.2 out of 5 stars,"1,783",https://www.amazon.com/SHULOOK-Waterproof-Lightweight-Breathable-Trekking/dp/B091KY5FSR/ref=sr_1_92?keywords=hiking+shoes&qid=1672289347&sr=8-92
Men's Hatana Max Outdry Hiking Shoe,$69.04,4.4 out of 5 stars,71,https://www.amazon.com/Columbia-Hatana-Outdry-Hiking-Monument/dp/B096ZDZ1YL/ref=sr_1_93?keywords=hiking+shoes&qid=1672289347&sr=8-93
Men's X Ultra Pioneer Aero Hiking Shoes Climbing,$82.46,4.1 out of 5 stars,93,https://www.amazon.com/Salomon-Pioneer-Climbing-Toffee-Mallard/dp/B094R31F5F/ref=sr_1_94?keywords=hiking+shoes&qid=1672289347&sr=8-94
Men's Crosslander 2 Hiking Shoe,$62.97,4.6 out of 5 stars,943,https://www.amazon.com/Merrell-Crosslander-Granite-Keylime-11/dp/B08Y5BMHRB/ref=sr_1_95?keywords=hiking+shoes&qid=1672289347&sr=8-95
Women's Yokota 2 Hiking Shoe,$58.33,4.5 out of 5 stars,"1,784",https://www.amazon.com/Merrell-Womens-Yokota-Hiking-Brindle/dp/B07B9P7DSZ/ref=sr_1_96?keywords=hiking+shoes&qid=1672289347&sr=8-96
Men's Core Alverstone Wp Hiking Shoe,$65.99,4.5 out of 5 stars,898,https://www.amazon.com/Merrell-ALVERSTONE-Waterproof-Hiking-Castlerock/dp/B07FD18QDB/ref=sr_1_97?keywords=hiking+shoes&qid=1672289347&sr=8-97
Women's Crestwood Hiking Shoe,$69.31,4.6 out of 5 stars,"1,140",https://www.amazon.com/Columbia-Womens-Crestwood-Graphite-Pacific/dp/B01N9RP7VL/ref=sr_1_98?keywords=hiking+shoes&qid=1672289347&sr=8-98
Women's Trail Scout 2 Running Shoes,$39.95,4.4 out of 5 stars,830,https://www.amazon.com/ASICS-Womens-Trail-Scout-Running/dp/B0886JP9BF/ref=sr_1_99?keywords=hiking+shoes&qid=1672289347&sr=8-99
Outbound Prism Hiking Shoes for Men,$53.82,4.4 out of 5 stars,890,https://www.amazon.com/Salomon-Outbound-Prism-Hiking-Lunar/dp/B08C9YPVV6/ref=sr_1_100?keywords=hiking+shoes&qid=1672289347&sr=8-100
Men's Rugged Track Low Hydromax Hiking Shoe,$70.50,4.5 out of 5 stars,198,https://www.amazon.com/ECCO-Rugged-Track-Hydromax-Hiking/dp/B084127779/ref=sr_1_101?keywords=hiking+shoes&qid=1672289347&sr=8-101
Bozeman Low Leather Hiking Shoe - Men's,$120.00,4.5 out of 5 stars,290,https://www.amazon.com/Oboz-Bozeman-Leather-Hiking-Shoe/dp/B08BNPDK1S/ref=sr_1_102?keywords=hiking+shoes&qid=1672289347&sr=8-102
Women's Flow District Sneaker,$38.98,4.5 out of 5 stars,182,https://www.amazon.com/Columbia-Womens-District-Sneaker-Jupiter/dp/B096N6RFMJ/ref=sr_1_103?keywords=hiking+shoes&qid=1672289347&sr=8-103
Men's Outdoor Hiking Shoes,$36.90,4.6 out of 5 stars,51,https://www.amazon.com/wanhee-Outdoor-Running-Trekking-Sneakers/dp/B09Y5KKWN9/ref=sr_1_104?keywords=hiking+shoes&qid=1672289347&sr=8-104
Men's Flume Mid Waterproof Hiking Boot,$79.95,4.5 out of 5 stars,"8,312",https://www.amazon.com/Timberland-Mens-18128-Flume-Brown/dp/B001EWFF6W/ref=sr_1_105?keywords=hiking+shoes&qid=1672289347&sr=8-105
Men's Valley Pointe Waterproof Hiking Shoe,$80.00,4.6 out of 5 stars,227,https://www.amazon.com/Columbia-Valley-Pointe-Waterproof-Monument/dp/B0979Q3T2Q/ref=sr_1_106?keywords=hiking+shoes&qid=1672289347&sr=8-106
Women's Crestwood Waterproof Hiking Shoe,$79.95,4.5 out of 5 stars,"1,170",https://www.amazon.com/Columbia-Womens-CRESTWOOD-WATERPROOF-Regular/dp/B06VTNDQ18/ref=sr_1_107?keywords=hiking+shoes&qid=1672289347&sr=8-107
Women's Hiking Shoes Lightweight Breathable Mesh Walking Sneakers Outdoor Work Shoes,$59.99,4.3 out of 5 stars,144,https://www.amazon.com/NORTIV-Lightweight-Breathable-Sneakers-SNHS222W/dp/B0B3XBKN28/ref=sr_1_108?keywords=hiking+shoes&qid=1672289347&sr=8-108
Women's Minimalist Trail Running Barefoot Shoes | Wide Toe Box | Zero Drop,$41.99,4.4 out of 5 stars,"18,125",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A08996571T9UBM7DZG7LR&qualifier=1672289350&id=294924976736853&widgetName=sp_atf_next&url=%2FJOOMRA-Barefoot-Athletic-Trekking-Sneakers%2Fdp%2FB08J6JQ25H%2Fref%3Dsr_1_97_sspa%3Fkeywords%3Dhiking%2Bshoes%26qid%3D1672289350%26sr%3D8-97-spons%26psc%3D1
Women Leather Ankle Combat Boots Low Heel Lace Up Outdoor Trekking Hiking Work Boots,$69.99,4.7 out of 5 stars,19,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A06922282MPMBNMX4XF1O&qualifier=1672289350&id=294924976736853&widgetName=sp_atf_next&url=%2FJABASIC-Leather-Combat-Outdoor-Trekking%2Fdp%2FB0BHSTB1CH%2Fref%3Dsr_1_98_sspa%3Fkeywords%3Dhiking%2Bshoes%26qid%3D1672289350%26sr%3D8-98-spons%26psc%3D1
Men Hiking Shoes Trail Running Sneakers Ourdoor Walking Trekking Cross Training,$31.99,4.0 out of 5 stars,512,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A062701221SWZU3UEU7JA&qualifier=1672289350&id=294924976736853&widgetName=sp_atf_next&url=%2FDannto-Hiking-Outdoor-Sneakers-Lightweight%2Fdp%2FB08MT5N5JY%2Fref%3Dsr_1_99_sspa%3Fkeywords%3Dhiking%2Bshoes%26qid%3D1672289350%26sr%3D8-99-spons%26psc%3D1
Women's Grid Excursion TR12 Sneaker,$49.95,4.6 out of 5 stars,"7,640",https://www.amazon.com/Saucony-Grid-Excursion-Running-Shoes/dp/B07N31ZHV4/ref=sr_1_101?keywords=hiking+shoes&qid=1672289350&sr=8-101
Sport Men's Afterburn Memory Foam Strike On Training Shoes,$34.50,4.6 out of 5 stars,"20,383",https://www.amazon.com/Skechers-Afterburn-Wonted-Loafer-pebble/dp/B075PHHPZN/ref=sr_1_102?keywords=hiking+shoes&qid=1672289350&sr=8-102
Unisex-Adult Core Alverstone Hiking Shoe,$75.75,4.5 out of 5 stars,410,https://www.amazon.com/Merrell-Mens-ALVERSTONE-Hiking-Kangaroo/dp/B082Y4DLPY/ref=sr_1_103?keywords=hiking+shoes&qid=1672289350&sr=8-103
Women's Nxis Evo Low Height Waterproof Hiking Shoes,$119.77,4.4 out of 5 stars,90,https://www.amazon.com/KEEN-NXIS-EVO-Waterproof-Fast-Porcelain-Primrose/dp/B097CSR19J/ref=sr_1_104?keywords=hiking+shoes&qid=1672289350&sr=8-104
Men's Moab 3 Waterproof Hiking Shoe,$104.83,4.5 out of 5 stars,127,https://www.amazon.com/Merrell-Mens-Waterproof-Hiking-Granite/dp/B098KKVZKP/ref=sr_1_106?keywords=hiking+shoes&qid=1672289350&sr=8-106
Women's Hatana Breathe Hiking Shoe,$68.40,3.9 out of 5 stars,27,https://www.amazon.com/Columbia-Hatana-Breathe-Hiking-Titanium/dp/B096HLZVN4/ref=sr_1_109?keywords=hiking+shoes&qid=1672289350&sr=8-109
Women's AL0A548E Lone Peak 6 Trail Running Shoe,$89.99,4.5 out of 5 stars,610,https://www.amazon.com/ALTRA-Womens-AL0A548E-Trail-Running/dp/B09MYZ9M2C/ref=sr_1_110?keywords=hiking+shoes&qid=1672289350&sr=8-110
Men's Redmond Iii Hiking Shoe,$44.98,4.6 out of 5 stars,417,https://www.amazon.com/Columbia-Trail-Walking-Graphite-Black/dp/B08BBYXHW5/ref=sr_1_111?keywords=hiking+shoes&qid=1672289350&sr=8-111
Men's Moab 2 GTX Hiking Shoe,$132.05,4.5 out of 5 stars,"7,007",https://www.amazon.com/Merrell-Mens-Moab-Hiking-Beluga/dp/B01HFAD518/ref=sr_1_112?keywords=hiking+shoes&qid=1672289350&sr=8-112
Men's Peak Seamles Hiker L Hiking Shoe,$81.08,,,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A06873452SN2SQSLC88PM&qualifier=1672289350&id=294924976736853&widgetName=sp_mtf&url=%2FBass-Outdoor-Seamles-Hiker-Hiking%2Fdp%2FB0BMV4KBLR%2Fref%3Dsr_1_113_sspa%3Fkeywords%3Dhiking%2Bshoes%26qid%3D1672289350%26sr%3D8-113-spons%26psc%3D1
Men's Trek Ultralite Hiker Hiking Shoe,$88.89,,,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A06837691TQQJ92CHXZVY&qualifier=1672289350&id=294924976736853&widgetName=sp_mtf&url=%2FBass-Outdoor-Ultralite-Hiker-Hiking%2Fdp%2FB0BMV4GL84%2Fref%3Dsr_1_114_sspa%3Fkeywords%3Dhiking%2Bshoes%26qid%3D1672289350%26sr%3D8-114-spons%26psc%3D1
Men's Winter Backpacking Snow Boots Warm Water Resistant Fully Fur Lined Trekking Shoes Non Slip Casual Comfortable Hiking Boot,$37.39,4.0 out of 5 stars,309,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A09564882WFMTMNVWCO7H&qualifier=1672289350&id=294924976736853&widgetName=sp_mtf&url=%2FAzooken-Mountaineering-Resistant-Comfortable-Boot%25EF%25BC%25886118-Blue44%25EF%25BC%2589%2Fdp%2FB09D3KD4S3%2Fref%3Dsr_1_115_sspa%3Fkeywords%3Dhiking%2Bshoes%26qid%3D1672289350%26sr%3D8-115-spons%26psc%3D1%26smid%3DA2RTDLZV2AAQC8
Men's Tactical Waterproof Lightweight Hiking Boots Military Combat Boots Work Boots,$61.99,4.3 out of 5 stars,"1,401",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A05114032BP1ICPUS1CWP&qualifier=1672289350&id=294924976736853&widgetName=sp_mtf&url=%2FFREE-SOLDIER-Tactical-Waterproof-Lightweight%2Fdp%2FB09YV34JR5%2Fref%3Dsr_1_116_sspa%3Fkeywords%3Dhiking%2Bshoes%26qid%3D1672289350%26sr%3D8-116-spons%26psc%3D1
Women's Truckee Hiking Shoe,$98.95,4.6 out of 5 stars,107,https://www.amazon.com/North-Face-Womens-Truckee-Goblin/dp/B09KT7KNZL/ref=sr_1_117?keywords=hiking+shoes&qid=1672289350&sr=8-117
"Men's Moab 2 Vent Hiking Shoe, Walnut, 8.5 M US",$59.99,4.5 out of 5 stars,402,https://www.amazon.com/Merrell-Mens-Moab-Hiking-Walnut/dp/B01HFPP2NC/ref=sr_1_118?keywords=hiking+shoes&qid=1672289350&sr=8-118
Women's Alpine Hiker Hiking Boot,$66.49,4.1 out of 5 stars,144,https://www.amazon.com/Merrell-Womens-Alpine-Hiker-Hiking/dp/B08NK9X8J4/ref=sr_1_119?keywords=hiking+shoes&qid=1672289350&sr=8-119
Women's Siren Sport 3 Hiking Shoe,$76.99,4.3 out of 5 stars,650,https://www.amazon.com/Merrell-Siren-Sport-Black-BlackBerry/dp/B082YVQHLK/ref=sr_1_120?keywords=hiking+shoes&qid=1672289350&sr=8-120
Men's Hedgehog Fastpack II Waterproof Hiking Shoes,$128.95,4.5 out of 5 stars,346,https://www.amazon.com/North-Face-Mens-Hedgehog-Fastpack/dp/B07VD9CC3R/ref=sr_1_121?keywords=hiking+shoes&qid=1672289350&sr=8-121
Women's Hiking Shoes Anti-Slip Lightweight Breathable Quick-Dry Trekking Shoes for Women,$19.99,4.0 out of 5 stars,"2,604",https://www.amazon.com/BomKinta-Anti-Slip-Lightweight-Breathable-Quick-Dry/dp/B07JN1KNBJ/ref=sr_1_122?keywords=hiking+shoes&qid=1672289350&sr=8-122
Men's Crestwood Waterproof Hiking Shoe,$79.95,4.5 out of 5 stars,758,https://www.amazon.com/Columbia-CRESTWOOD-WATERPROOF-Hiking-Regular/dp/B06WLJB2PG/ref=sr_1_123?keywords=hiking+shoes&qid=1672289350&sr=8-123
Men's Patrol Hiking Shoes Climbing,$79.99,4.5 out of 5 stars,59,https://www.amazon.com/Salomon-Patrol-Climbing-Magnet-Tobacco/dp/B0983VJV61/ref=sr_1_124?keywords=hiking+shoes&qid=1672289350&sr=8-124
Water Shoes Men Women Outdoor Hiking Shoes Quick Drying Beach Aqua Shoes Travel Trekking Walking Climbing Sneakers,$34.99,4.2 out of 5 stars,296,https://www.amazon.com/TANGYUGEN-Trailing-Trekking-Climbing-Sneakers/dp/B09Q16ZS98/ref=sr_1_125?keywords=hiking+shoes&qid=1672289350&sr=8-125
Men's Chameleon 8 Stretch Hiking Shoe,$84.99,4.6 out of 5 stars,"1,384",https://www.amazon.com/Merrell-Mens-Stretch-Hiking-Kangaroo/dp/B083C5C58P/ref=sr_1_126?keywords=hiking+shoes&qid=1672289350&sr=8-126
Men's Crestwood Mid Waterproof Wide Hiking Shoe,$89.95,4.5 out of 5 stars,625,https://www.amazon.com/Columbia-Crestwood-Waterproof-Hiking-Cordovan/dp/B0787G1YMF/ref=sr_1_127?keywords=hiking+shoes&qid=1672289350&sr=8-127
Women's Terradora 2 Waterproof Mid Height Hiking Boot,$83.98,4.4 out of 5 stars,"1,185",https://www.amazon.com/KEEN-Terradora-Magnet-Ocean-Wave/dp/B07T9TM5M7/ref=sr_1_128?keywords=hiking+shoes&qid=1672289350&sr=8-128
Men's Waterproof Hiking Shoes Suede Leather Low Top Lightweight Breathable Non-Slip Hiking Shoes for Men Outdoor Trekking Camping Trail,$59.99,4.1 out of 5 stars,134,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A07329722YZJGDTH72O0E&qualifier=1672289350&id=294924976736853&widgetName=sp_mtf&url=%2FSILENTCARE-Waterproof-Lightweight-Breathable-Gray-Orange%2Fdp%2FB0B2QJ1QFY%2Fref%3Dsr_1_129_sspa%3Fkeywords%3Dhiking%2Bshoes%26qid%3D1672289350%26sr%3D8-129-spons%26psc%3D1
Men’s Tactical Boots 8 Inches Lightweight Combat Boots Durable Suede Leather Military Work Boots Desert Boots,$62.99,4.3 out of 5 stars,"4,045",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A08172063USSMUZX90ZCH&qualifier=1672289350&id=294924976736853&widgetName=sp_mtf&url=%2FFREE-SOLDIER-Tactical-Lightweight-Military%2Fdp%2FB07X2QC635%2Fref%3Dsr_1_130_sspa%3Fkeywords%3Dhiking%2Bshoes%26qid%3D1672289350%26sr%3D8-130-spons%26psc%3D1
Men's Trail Running Shoes Waterproof Hiking Shoes Cushioning Outdoor Walking Sneakers All Terrain Trekking Rugged Trail,$24.99,4.1 out of 5 stars,52,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A03516571K58NIK9UQE5O&qualifier=1672289350&id=294924976736853&widgetName=sp_mtf&url=%2FRunning-Waterproof-Cushioning-Sneakers-Trekking%2Fdp%2FB0BF9M7MPP%2Fref%3Dsr_1_131_sspa%3Fkeywords%3Dhiking%2Bshoes%26qid%3D1672289350%26sr%3D8-131-spons%26psc%3D1
Men's Hiking Shoes Waterproof Wide Toe Extre Grip & Durable Multi Purpose,$59.98,4.5 out of 5 stars,22,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A0042143J1G5NPYPDBXN&qualifier=1672289350&id=294924976736853&widgetName=sp_mtf&url=%2FGrand-Attack-Waterproof-Lightweight-Trekking%2Fdp%2FB0BFXF69PC%2Fref%3Dsr_1_132_sspa%3Fkeywords%3Dhiking%2Bshoes%26qid%3D1672289350%26sr%3D8-132-spons%26psc%3D1
Women's Thielsen Low Hiking Shoes,$39.99,4.1 out of 5 stars,68,https://www.amazon.com/Eddie-Bauer-Thielsen-Resistant-Lightweight/dp/B09J1Q3K5B/ref=sr_1_133?keywords=hiking+shoes&qid=1672289350&sr=8-133
Women's Plateau Waterproof Hiking Shoe,$56.18,4.0 out of 5 stars,87,https://www.amazon.com/Columbia-Womens-Plateau-Waterproof-Hibiscus/dp/B0964255K1/ref=sr_1_135?keywords=hiking+shoes&qid=1672289350&sr=8-135
X Ultra Pioneer Mid CSWP Hiking Boots Womens,$115.29,4.3 out of 5 stars,176,https://www.amazon.com/Salomon-Pioneer-Running-Weather-Tasting/dp/B094R2Q1V5/ref=sr_1_136?keywords=hiking+shoes&qid=1672289350&sr=8-136
Men's Plateau Waterproof Hiking Shoe,$49.00,3.7 out of 5 stars,66,https://www.amazon.com/Columbia-Plateau-Waterproof-Hiking-Mountain/dp/B0963ZY5N8/ref=sr_1_137?keywords=hiking+shoes&qid=1672289350&sr=8-137
Women's Siren Sport 3 Waterproof Hiking Shoe,$84.00,4.1 out of 5 stars,298,https://www.amazon.com/Merrell-womens-Waterproof-Hiking-Brindle/dp/B0891X9RSD/ref=sr_1_138?keywords=hiking+shoes&qid=1672289350&sr=8-138
Men Women Winter Snow Hiking Boots Warm Water Resistant Non Slip Soft Lined Black,$52.99,4.2 out of 5 stars,172,https://www.amazon.com/BEOAPT-Waterproof-Outdoor-Non-slip-Trekking/dp/B09FF28ZFD/ref=sr_1_139?keywords=hiking+shoes&qid=1672289350&sr=8-139
Men's Wasatch Crest Vent Breathable Hiking Sneakers,$83.70,4.4 out of 5 stars,336,https://www.amazon.com/KEEN-Mens-Wasatch-Crest-Vent-Breathable-Hiking-Sneakers/dp/B097CM6MR2/ref=sr_1_140?keywords=hiking+shoes&qid=1672289350&sr=8-140
"Ravus Mid Hiking Boots for Men, Lightweight Breathable Outdoor Trekking Shoes",$49.98,4.2 out of 5 stars,428,https://www.amazon.com/HI-TEC-Lightweight-Breathable-Outdoor-Trekking/dp/B09RBFZ9H2/ref=sr_1_141?keywords=hiking+shoes&qid=1672289350&sr=8-141
Men's AL0A4VQF Lone Peak Hiker Trail Running Shoe,$99.99,4.5 out of 5 stars,202,https://www.amazon.com/ALTRA-AL0A4VQF-Hiker-Trail-Running/dp/B08P4L3T9P/ref=sr_1_142?keywords=hiking+shoes&qid=1672289350&sr=8-142
Men's All Out Blaze Aero Sport Hiking Water Shoe,$79.95,4.6 out of 5 stars,"2,932",https://www.amazon.com/Merrell-Blaze-Sport-Hiking-Water/dp/B00RAPHBTQ/ref=sr_1_143?keywords=hiking+shoes&qid=1672289350&sr=8-143
Men's Ridge Walker Hiking Boot,$89.95,4.2 out of 5 stars,"2,150",https://www.amazon.com/Propet-Mens-Ridge-Walker-Hiking/dp/B01AXGO420/ref=sr_1_144?keywords=hiking+shoes&qid=1672289350&sr=8-144
Women's Trailstorm Waterproof Hiking Shoe,$69.91,4.1 out of 5 stars,245,https://www.amazon.com/Columbia-Trailstorm-Waterproof-Graphite-Dolphin/dp/B089FD81X2/ref=sr_1_145?keywords=hiking+shoes&qid=1672289350&sr=8-145
Women's Low-top Trainers,$43.93,4.4 out of 5 stars,414,https://www.amazon.com/Skechers-Womens-Low-Top-Beige-Duraleather/dp/B07TTNVKR1/ref=sr_1_146?keywords=hiking+shoes&qid=1672289350&sr=8-146
Men's Moab 2 Prime Waterproof Hiking Shoe,$159.49,4.5 out of 5 stars,364,https://www.amazon.com/Merrell-Prime-Waterproof-Hiking-Shoes/dp/B07MY9L832/ref=sr_1_147?keywords=hiking+shoes&qid=1672289350&sr=8-147
Men's Gel-Venture 8 Mid Top Running Shoes,$39.00,4.4 out of 5 stars,"1,331",https://www.amazon.com/ASICS-Gel-Venture-Running-Shoes-Carrier/dp/B099CGCPCL/ref=sr_1_148?keywords=hiking+shoes&qid=1672289350&sr=8-148
Women's Steens Mid Wp Hiking Boot,$89.97,4.4 out of 5 stars,468,https://www.amazon.com/Keen-Womens-STEENS-STEEL-OCEAN/dp/B07TNNT3VP/ref=sr_1_149?keywords=hiking+shoes&qid=1672289350&sr=8-149
Men's Fresh Foam X Hierro V7 Trail Running Shoe,$99.98,4.6 out of 5 stars,194,https://www.amazon.com/New-Balance-Hierro-Running-Golden/dp/B096NFCDHG/ref=sr_1_150?keywords=hiking+shoes&qid=1672289350&sr=8-150
Men's Core Alverstone Mid Hiking Boot,$83.97,4.5 out of 5 stars,833,https://www.amazon.com/Merrell-ALVERSTONE-Waterproof-Hiking-Stone/dp/B07FDBSDH9/ref=sr_1_152?keywords=hiking+shoes&qid=1672289350&sr=8-152
Men's Polano-Norwood Hiking Boot,$76.99,4.4 out of 5 stars,633,https://www.amazon.com/Skechers-POLANO-Norwood-Hiking-Medium/dp/B07B6KMJ5K/ref=sr_1_153?keywords=hiking+shoes&qid=1672289350&sr=8-153
Women's Cross Mid Gore-tex Hiking Boots,$199.95,4.6 out of 5 stars,439,https://www.amazon.com/Salomon-Gore-TEX-Hiking-Weather-Charlock/dp/B0869BXNM3/ref=sr_1_154?keywords=hiking+shoes&qid=1672289350&sr=8-154
Men's Crestwood Mid Waterproof Hiking Shoe,$89.77,4.5 out of 5 stars,"1,674",https://www.amazon.com/Columbia-Crestwood-Waterproof-Breathable-High-Traction/dp/B06VT6JJBN/ref=sr_1_155?keywords=hiking+shoes&qid=1672289350&sr=8-155
